user_session,contract_id,pair_identifier,option1_key,option2_key,winner_key,voted_at,user_agent,ip_address,session_start_time
ai_gemini_0314c4a899e7,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT,0vs3,0,3,3,2025-06-11 08:19:51.570416,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:19:51.356238
ai_gemini_0314c4a899e7,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT,1vs2,1,2,2,2025-06-11 08:19:52.466440,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:19:52.250923
ai_gemini_0314c4a899e7,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT,1vs3,1,3,3,2025-06-11 08:19:53.522507,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:19:53.306463
ai_gemini_0314c4a899e7,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT,2vs3,2,3,3,2025-06-11 08:19:55.022145,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:19:54.807235
ai_gemini_0314c4a899e7,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,0vs1,0,1,1,2025-06-11 08:19:56.075081,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:19:55.860036
ai_gemini_0314c4a899e7,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,0vs2,0,2,2,2025-06-11 08:19:57.074627,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:19:56.859353
ai_gemini_0314c4a899e7,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,0vs3,0,3,3,2025-06-11 08:19:58.198574,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:19:57.982323
ai_gemini_0314c4a899e7,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,1vs2,1,2,2,2025-06-11 08:19:59.708478,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:19:59.492339
ai_gemini_0314c4a899e7,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,1vs3,1,3,3,2025-06-11 08:20:00.701783,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:00.480616
ai_gemini_0314c4a899e7,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,2vs3,2,3,2,2025-06-11 08:20:01.665338,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:01.450363
ai_gemini_0314c4a899e7,"Antares Pharma, Inc. - Manufacturing Agreement",0vs1,0,1,1,2025-06-11 08:20:02.618319,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:02.403311
ai_gemini_0314c4a899e7,"Antares Pharma, Inc. - Manufacturing Agreement",0vs2,0,2,2,2025-06-11 08:20:03.705065,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:03.489296
ai_gemini_0314c4a899e7,"Antares Pharma, Inc. - Manufacturing Agreement",0vs3,0,3,3,2025-06-11 08:20:04.729732,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:04.515420
ai_gemini_0314c4a899e7,"Antares Pharma, Inc. - Manufacturing Agreement",1vs2,1,2,2,2025-06-11 08:20:05.852048,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:05.635447
ai_gemini_0314c4a899e7,"Antares Pharma, Inc. - Manufacturing Agreement",1vs3,1,3,3,2025-06-11 08:20:06.876929,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:06.662446
ai_gemini_0314c4a899e7,"Antares Pharma, Inc. - Manufacturing Agreement",2vs3,2,3,2,2025-06-11 08:20:08.340512,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:08.122495
ai_gemini_0314c4a899e7,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",0vs1,0,1,0,2025-06-11 08:20:09.291640,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:09.076683
ai_gemini_0314c4a899e7,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",0vs2,0,2,2,2025-06-11 08:20:10.895178,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:10.677234
ai_gemini_0314c4a899e7,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",0vs3,0,3,3,2025-06-11 08:20:11.810699,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:11.596061
ai_gemini_0314c4a899e7,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",1vs2,1,2,2,2025-06-11 08:20:12.682052,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:12.467149
ai_gemini_0314c4a899e7,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",1vs3,1,3,3,2025-06-11 08:20:13.762490,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:13.545552
ai_gemini_0314c4a899e7,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",2vs3,2,3,3,2025-06-11 08:20:15.415069,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:15.197502
ai_gemini_0314c4a899e7,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,0vs1,0,1,0,2025-06-11 08:20:16.890348,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:16.675379
ai_gemini_0314c4a899e7,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,0vs2,0,2,2,2025-06-11 08:20:17.786220,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:17.569601
ai_gemini_0314c4a899e7,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,0vs3,0,3,0,2025-06-11 08:20:18.899101,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:18.682935
ai_gemini_0314c4a899e7,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,1vs2,1,2,2,2025-06-11 08:20:20.510764,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:20.295674
ai_gemini_0314c4a899e7,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,1vs3,1,3,3,2025-06-11 08:20:21.490007,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:21.274945
ai_gemini_0314c4a899e7,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,2vs3,2,3,2,2025-06-11 08:20:22.446689,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:22.225983
ai_gemini_0314c4a899e7,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,0vs1,0,1,1,2025-06-11 08:20:23.546900,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:23.331624
ai_gemini_0314c4a899e7,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,0vs2,0,2,2,2025-06-11 08:20:24.710043,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:24.492623
ai_gemini_0314c4a899e7,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,0vs3,0,3,3,2025-06-11 08:20:26.254378,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:26.037243
ai_gemini_0314c4a899e7,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,1vs2,1,2,2,2025-06-11 08:20:27.415166,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:27.198640
ai_gemini_0314c4a899e7,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,1vs3,1,3,1,2025-06-11 08:20:28.509296,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:28.292320
ai_gemini_0314c4a899e7,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,2vs3,2,3,3,2025-06-11 08:20:29.549554,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:29.333533
ai_gemini_0314c4a899e7,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",0vs1,0,1,0,2025-06-11 08:20:30.577099,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:30.360054
ai_gemini_0314c4a899e7,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",0vs2,0,2,2,2025-06-11 08:20:31.966910,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:31.752198
ai_gemini_0314c4a899e7,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",0vs3,0,3,3,2025-06-11 08:20:32.855599,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:32.638838
ai_gemini_0314c4a899e7,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",1vs2,1,2,2,2025-06-11 08:20:34.448748,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:34.233510
ai_gemini_0314c4a899e7,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",1vs3,1,3,3,2025-06-11 08:20:35.382686,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:35.166013
ai_gemini_0314c4a899e7,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",2vs3,2,3,3,2025-06-11 08:20:36.308273,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:36.083248
ai_gemini_0314c4a899e7,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,0vs1,0,1,1,2025-06-11 08:20:37.232942,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:37.018026
ai_gemini_0314c4a899e7,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,0vs2,0,2,2,2025-06-11 08:20:38.077627,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:37.860590
ai_gemini_0314c4a899e7,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,0vs3,0,3,3,2025-06-11 08:20:39.064372,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:38.847925
ai_gemini_0314c4a899e7,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,1vs2,1,2,2,2025-06-11 08:20:40.677013,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:40.454834
ai_gemini_0314c4a899e7,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,1vs3,1,3,3,2025-06-11 08:20:41.748852,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:41.531467
ai_gemini_0314c4a899e7,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,2vs3,2,3,2,2025-06-11 08:20:42.817658,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:42.599722
ai_gemini_0314c4a899e7,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,0vs1,0,1,0,2025-06-11 08:20:43.865951,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:43.648435
ai_gemini_0314c4a899e7,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,0vs2,0,2,2,2025-06-11 08:20:44.797723,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:44.580506
ai_gemini_0314c4a899e7,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,0vs3,0,3,0,2025-06-11 08:20:45.659604,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:45.441230
ai_gemini_0314c4a899e7,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,1vs2,1,2,2,2025-06-11 08:20:46.628666,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:46.410075
ai_gemini_0314c4a899e7,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,1vs3,1,3,1,2025-06-11 08:20:47.429370,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:47.210978
ai_gemini_0314c4a899e7,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,2vs3,2,3,2,2025-06-11 08:20:48.619592,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:48.400322
ai_gemini_0314c4a899e7,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,0vs1,0,1,1,2025-06-11 08:20:49.568018,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:49.349618
ai_gemini_0314c4a899e7,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,0vs2,0,2,2,2025-06-11 08:20:51.458064,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:51.240897
ai_gemini_0314c4a899e7,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,0vs3,0,3,3,2025-06-11 08:20:52.375654,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:52.157784
ai_gemini_0314c4a899e7,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,1vs2,1,2,2,2025-06-11 08:20:53.791618,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:53.574140
ai_gemini_0314c4a899e7,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,1vs3,1,3,3,2025-06-11 08:20:55.329183,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:55.113326
ai_gemini_0314c4a899e7,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,2vs3,2,3,3,2025-06-11 08:20:56.244276,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:56.022893
ai_gemini_0314c4a899e7,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,0vs1,0,1,1,2025-06-11 08:20:57.724400,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:57.506186
ai_gemini_0314c4a899e7,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,0vs2,0,2,2,2025-06-11 08:20:58.937581,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:58.715668
ai_gemini_0314c4a899e7,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,0vs3,0,3,3,2025-06-11 08:20:59.855871,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:20:59.637318
ai_gemini_0314c4a899e7,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,1vs2,1,2,2,2025-06-11 08:21:00.753208,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:00.534578
ai_gemini_0314c4a899e7,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,1vs3,1,3,3,2025-06-11 08:21:01.897258,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:01.679805
ai_gemini_0314c4a899e7,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,2vs3,2,3,3,2025-06-11 08:21:03.308323,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:03.088042
ai_gemini_0314c4a899e7,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,0vs1,0,1,1,2025-06-11 08:21:04.362715,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:04.139962
ai_gemini_0314c4a899e7,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,0vs2,0,2,2,2025-06-11 08:21:05.812763,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:05.594176
ai_gemini_0314c4a899e7,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,0vs3,0,3,0,2025-06-11 08:21:07.417342,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:07.198670
ai_gemini_0314c4a899e7,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,1vs2,1,2,2,2025-06-11 08:21:08.990137,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:08.772097
ai_gemini_0314c4a899e7,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,1vs3,1,3,1,2025-06-11 08:21:10.082429,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:09.862388
ai_gemini_0314c4a899e7,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,2vs3,2,3,2,2025-06-11 08:21:11.061724,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:10.841710
ai_gemini_0314c4a899e7,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,0vs1,0,1,0,2025-06-11 08:21:12.041414,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:11.818833
ai_gemini_0314c4a899e7,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,0vs2,0,2,2,2025-06-11 08:21:13.162095,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:12.943914
ai_gemini_0314c4a899e7,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,0vs3,0,3,0,2025-06-11 08:21:14.177341,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:13.952461
ai_gemini_0314c4a899e7,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,1vs2,1,2,2,2025-06-11 08:21:15.208801,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:14.989291
ai_gemini_0314c4a899e7,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,1vs3,1,3,3,2025-06-11 08:21:16.435552,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:16.219009
ai_gemini_0314c4a899e7,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,2vs3,2,3,2,2025-06-11 08:21:17.400801,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:17.181439
ai_gemini_0314c4a899e7,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,0vs1,0,1,0,2025-06-11 08:21:18.483704,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:18.265514
ai_gemini_0314c4a899e7,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,0vs2,0,2,2,2025-06-11 08:21:19.507666,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:19.288947
ai_gemini_0314c4a899e7,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,0vs3,0,3,3,2025-06-11 08:21:20.647370,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:20.428309
ai_gemini_0314c4a899e7,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,1vs2,1,2,2,2025-06-11 08:21:21.602752,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:21.384083
ai_gemini_0314c4a899e7,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,1vs3,1,3,3,2025-06-11 08:21:22.687499,AI_Gemini_Voter/google/gemini-2.5-flash-preview-05-20,127.0.0.1,2025-06-11 10:21:22.469364
